IDSensor,IDStation,Pollutant,NameStation,Altitude,Province,Latitude,Longitude,ARPA_zone,ARPA_stat_type,LAU_Code,GISCO_ID,CNTR_CODE,LAU_NAME,POP_2020,POP_DENS_2,AREA_KM2,FID,NUTS3_Code,NUTS0_Code,NUTS0_Name,NUTS1_Code,NUTS1_Name,NUTS2_Code,NUTS2_Name,NUTS3_Name,NUTS3_UrbRur,NUTS3_Remoteness,NUTS3_Metropol,NUTS3_Coastal,NUTS3_Mountain,NUTS3_Border,DateStart,DateStop,Frequency,Source
5826,546,CO,Magenta Via F Turati,137,"MI",45.4624157911066,8.88021043312557,A,UB,015130,IT_015130,IT,"Magenta",24388,1107.53302186,22.02011093,IT_015130,ITC4C,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Milano",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,Other regions,Other regions,1995-04-22,NaT,Hourly,ARPA (open data)
6326,546,NOx,Magenta Via F Turati,137,"MI",45.4624157911066,8.88021043312557,A,UB,015130,IT_015130,IT,"Magenta",24388,1107.53302186,22.02011093,IT_015130,ITC4C,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Milano",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,Other regions,Other regions,1995-04-22,NaT,Hourly,ARPA (open data)
10320,548,PM10,Milano Via Senato,118,"MI",45.470499014097,9.19746036011253,Agg_MI,UT,015146,IT_015146,IT,"Milano",1396059,7678.43623323,181.81553608,IT_015146,ITC4C,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Milano",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,Other regions,Other regions,2007-08-10,NaT,Daily,ARPA (open data)
6354,548,NOx,Milano Via Senato,118,"MI",45.470499014097,9.19746036011253,Agg_MI,UT,015146,IT_015146,IT,"Milano",1396059,7678.43623323,181.81553608,IT_015146,ITC4C,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Milano",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,Other regions,Other regions,1995-04-21,NaT,Hourly,ARPA (open data)
5834,548,CO,Milano Via Senato,118,"MI",45.470499014097,9.19746036011253,Agg_MI,UT,015146,IT_015146,IT,"Milano",1396059,7678.43623323,181.81553608,IT_015146,ITC4C,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Milano",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,Other regions,Other regions,1995-05-01,NaT,Hourly,ARPA (open data)
17122,548,PM2.5,Milano Via Senato,118,"MI",45.470499014097,9.19746036011253,Agg_MI,UT,015146,IT_015146,IT,"Milano",1396059,7678.43623323,181.81553608,IT_015146,ITC4C,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Milano",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,Other regions,Other regions,2012-09-04,NaT,Daily,ARPA (open data)
5551,548,NO2,Milano Via Senato,118,"MI",45.470499014097,9.19746036011253,Agg_MI,UT,015146,IT_015146,IT,"Milano",1396059,7678.43623323,181.81553608,IT_015146,ITC4C,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Milano",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,Other regions,Other regions,1995-04-21,NaT,Hourly,ARPA (open data)
5814,551,CO,Arconate Via De Gasperi,182,"MI",45.5485173574195,8.84732192921626,A,SB,015007,IT_015007,IT,"Arconate",6694,794.41172673,8.42636101,IT_015007,ITC4C,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Milano",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,Other regions,Other regions,1999-01-20,NaT,Hourly,ARPA (open data)
6288,551,NOx,Arconate Via De Gasperi,182,"MI",45.5485173574195,8.84732192921626,A,SB,015007,IT_015007,IT,"Arconate",6694,794.41172673,8.42636101,IT_015007,ITC4C,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Milano",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,Other regions,Other regions,1999-01-20,NaT,Hourly,ARPA (open data)
5554,551,NO2,Arconate Via De Gasperi,182,"MI",45.5485173574195,8.84732192921626,A,SB,015007,IT_015007,IT,"Arconate",6694,794.41172673,8.42636101,IT_015007,ITC4C,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Milano",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,Other regions,Other regions,1999-01-20,NaT,Hourly,ARPA (open data)
5658,552,SO2,Varese Via Vidoletti,425,"VA",45.8369007765555,8.80392612667495,A,UB,012133,IT_012133,IT,"Varese",80645,1469.49072868,54.87955686,IT_012133,ITC41,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Varese",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,Other regions,Border regions,1991-12-23,NaT,Hourly,ARPA (open data)
5555,552,NO2,Varese Via Vidoletti,425,"VA",45.8369007765555,8.80392612667495,A,UB,012133,IT_012133,IT,"Varese",80645,1469.49072868,54.87955686,IT_012133,ITC41,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Varese",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,Other regions,Border regions,1991-12-24,NaT,Hourly,ARPA (open data)
6402,552,NOx,Varese Via Vidoletti,425,"VA",45.8369007765555,8.80392612667495,A,UB,012133,IT_012133,IT,"Varese",80645,1469.49072868,54.87955686,IT_012133,ITC41,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Varese",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,Other regions,Border regions,1991-12-23,NaT,Hourly,ARPA (open data)
6398,554,NOx,Saronno Via Santuario,212,"VA",45.6273570527389,9.02640137977097,Agg_MI,UB,012119,IT_012119,IT,"Saronno",39332,3553.1907286,11.0694874,IT_012119,ITC41,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Varese",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,Other regions,Border regions,1997-03-28,NaT,Hourly,ARPA (open data)
5557,554,NO2,Saronno Via Santuario,212,"VA",45.6273570527389,9.02640137977097,Agg_MI,UB,012119,IT_012119,IT,"Saronno",39332,3553.1907286,11.0694874,IT_012119,ITC41,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Varese",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,Other regions,Border regions,1997-03-28,NaT,Hourly,ARPA (open data)
9873,554,PM2.5,Saronno Via Santuario,212,"VA",45.6273570527389,9.02640137977097,Agg_MI,UB,012119,IT_012119,IT,"Saronno",39332,3553.1907286,11.0694874,IT_012119,ITC41,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Varese",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,Other regions,Border regions,2005-12-11,NaT,Daily,ARPA (open data)
6915,554,PM10,Saronno Via Santuario,212,"VA",45.6273570527389,9.02640137977097,Agg_MI,UB,012119,IT_012119,IT,"Saronno",39332,3553.1907286,11.0694874,IT_012119,ITC41,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Varese",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,Other regions,Border regions,2003-12-16,NaT,Daily,ARPA (open data)
5847,558,CO,Busto Arsizio Accam,206,"VA",45.5828942927177,8.84216545670608,Agg_MI,SB,012026,IT_012026,IT,"Busto Arsizio",83909,2734.7478103,30.68253668,IT_012026,ITC41,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Varese",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,Other regions,Border regions,1998-12-06,NaT,Hourly,ARPA (open data)
5561,558,NO2,Busto Arsizio Accam,206,"VA",45.5828942927177,8.84216545670608,Agg_MI,SB,012026,IT_012026,IT,"Busto Arsizio",83909,2734.7478103,30.68253668,IT_012026,ITC41,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Varese",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,Other regions,Border regions,1998-12-06,NaT,Hourly,ARPA (open data)
6386,558,NOx,Busto Arsizio Accam,206,"VA",45.5828942927177,8.84216545670608,Agg_MI,SB,012026,IT_012026,IT,"Busto Arsizio",83909,2734.7478103,30.68253668,IT_012026,ITC41,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Varese",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,Other regions,Border regions,1998-12-06,NaT,Hourly,ARPA (open data)
6917,558,PM10,Busto Arsizio Accam,206,"VA",45.5828942927177,8.84216545670608,Agg_MI,SB,012026,IT_012026,IT,"Busto Arsizio",83909,2734.7478103,30.68253668,IT_012026,ITC41,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Varese",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,Other regions,Border regions,1999-01-20,NaT,Daily,ARPA (open data)
5652,558,SO2,Busto Arsizio Accam,206,"VA",45.5828942927177,8.84216545670608,Agg_MI,SB,012026,IT_012026,IT,"Busto Arsizio",83909,2734.7478103,30.68253668,IT_012026,ITC41,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Varese",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,Other regions,Border regions,1998-12-06,NaT,Hourly,ARPA (open data)
6918,560,PM10,Varese Via Copelli,383,"VA",45.8169732332637,8.82024070715821,A,UT,012133,IT_012133,IT,"Varese",80645,1469.49072868,54.87955686,IT_012133,ITC41,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Varese",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,Other regions,Border regions,2003-07-17,NaT,Daily,ARPA (open data)
5853,560,CO,Varese Via Copelli,383,"VA",45.8169732332637,8.82024070715821,A,UT,012133,IT_012133,IT,"Varese",80645,1469.49072868,54.87955686,IT_012133,ITC41,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Varese",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,Other regions,Border regions,2003-08-07,NaT,Hourly,ARPA (open data)
5563,560,NO2,Varese Via Copelli,383,"VA",45.8169732332637,8.82024070715821,A,UT,012133,IT_012133,IT,"Varese",80645,1469.49072868,54.87955686,IT_012133,ITC41,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Varese",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,Other regions,Border regions,2003-08-07,NaT,Hourly,ARPA (open data)
6400,560,NOx,Varese Via Copelli,383,"VA",45.8169732332637,8.82024070715821,A,UT,012133,IT_012133,IT,"Varese",80645,1469.49072868,54.87955686,IT_012133,ITC41,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Varese",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,Other regions,Border regions,2003-08-07,NaT,Hourly,ARPA (open data)
10449,560,PM2.5,Varese Via Copelli,383,"VA",45.8169732332637,8.82024070715821,A,UT,012133,IT_012133,IT,"Varese",80645,1469.49072868,54.87955686,IT_012133,ITC41,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Varese",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,Other regions,Border regions,2009-09-01,NaT,Daily,ARPA (open data)
6919,561,PM10,Como Via Cattaneo,202,"CO",45.8150428601129,9.06697137484454,Agg_MI,UT,013075,IT_013075,IT,"Como",85915,2313.15448288,37.14192054,IT_013075,ITC42,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Como",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,> 50 % of surface are in mountain areas,Border regions,2000-01-04,NaT,Daily,ARPA (open data)
5676,561,SO2,Como Via Cattaneo,202,"CO",45.8150428601129,9.06697137484454,Agg_MI,UT,013075,IT_013075,IT,"Como",85915,2313.15448288,37.14192054,IT_013075,ITC42,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Como",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,> 50 % of surface are in mountain areas,Border regions,1991-02-17,NaT,Hourly,ARPA (open data)
12570,561,PM2.5,Como Via Cattaneo,202,"CO",45.8150428601129,9.06697137484454,Agg_MI,UT,013075,IT_013075,IT,"Como",85915,2313.15448288,37.14192054,IT_013075,ITC42,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Como",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,> 50 % of surface are in mountain areas,Border regions,2011-09-23,NaT,Daily,ARPA (open data)
5798,561,CO,Como Via Cattaneo,202,"CO",45.8150428601129,9.06697137484454,Agg_MI,UT,013075,IT_013075,IT,"Como",85915,2313.15448288,37.14192054,IT_013075,ITC42,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Como",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,> 50 % of surface are in mountain areas,Border regions,1991-02-17,NaT,Hourly,ARPA (open data)
6232,561,NOx,Como Via Cattaneo,202,"CO",45.8150428601129,9.06697137484454,Agg_MI,UT,013075,IT_013075,IT,"Como",85915,2313.15448288,37.14192054,IT_013075,ITC42,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Como",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,> 50 % of surface are in mountain areas,Border regions,1991-01-01,NaT,Hourly,ARPA (open data)
5564,561,NO2,Como Via Cattaneo,202,"CO",45.8150428601129,9.06697137484454,Agg_MI,UT,013075,IT_013075,IT,"Como",85915,2313.15448288,37.14192054,IT_013075,ITC42,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Como",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,> 50 % of surface are in mountain areas,Border regions,1991-02-17,NaT,Hourly,ARPA (open data)
5677,564,SO2,Erba Via Battisti,279,"CO",45.808573806923,9.22177920448843,A,UB,013095,IT_013095,IT,"Erba",16335,916.67752996,17.81978882,IT_013095,ITC42,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Como",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,> 50 % of surface are in mountain areas,Border regions,2009-06-13,NaT,Hourly,ARPA (open data)
5567,564,NO2,Erba Via Battisti,279,"CO",45.808573806923,9.22177920448843,A,UB,013095,IT_013095,IT,"Erba",16335,916.67752996,17.81978882,IT_013095,ITC42,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Como",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,> 50 % of surface are in mountain areas,Border regions,2009-06-13,NaT,Hourly,ARPA (open data)
6234,564,NOx,Erba Via Battisti,279,"CO",45.808573806923,9.22177920448843,A,UB,013095,IT_013095,IT,"Erba",16335,916.67752996,17.81978882,IT_013095,ITC42,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Como",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,> 50 % of surface are in mountain areas,Border regions,2009-06-13,NaT,Hourly,ARPA (open data)
6921,564,PM10,Erba Via Battisti,279,"CO",45.808573806923,9.22177920448843,A,UB,013095,IT_013095,IT,"Erba",16335,916.67752996,17.81978882,IT_013095,ITC42,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Como",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,> 50 % of surface are in mountain areas,Border regions,2009-06-13,NaT,Daily,ARPA (open data)
20488,564,PM2.5,Erba Via Battisti,279,"CO",45.808573806923,9.22177920448843,A,UB,013095,IT_013095,IT,"Erba",16335,916.67752996,17.81978882,IT_013095,ITC42,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Como",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,> 50 % of surface are in mountain areas,Border regions,NaT,NaT,Daily,ARPA (open data)
6959,565,PM10,Cantu Via Meucci,369,"CO",45.7308367226743,9.12573432702293,Agg_MI,SB,013041,IT_013041,IT,"Cantù",40031,1719.87730136,23.2754976,IT_013041,ITC42,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Como",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,> 50 % of surface are in mountain areas,Border regions,1999-01-01,NaT,Daily,ARPA (open data)
6230,565,NOx,Cantu Via Meucci,369,"CO",45.7308367226743,9.12573432702293,Agg_MI,SB,013041,IT_013041,IT,"Cantù",40031,1719.87730136,23.2754976,IT_013041,ITC42,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Como",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,> 50 % of surface are in mountain areas,Border regions,1994-07-01,NaT,Hourly,ARPA (open data)
5568,565,NO2,Cantu Via Meucci,369,"CO",45.7308367226743,9.12573432702293,Agg_MI,SB,013041,IT_013041,IT,"Cantù",40031,1719.87730136,23.2754976,IT_013041,ITC42,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Como",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,> 50 % of surface are in mountain areas,Border regions,1994-02-15,NaT,Hourly,ARPA (open data)
5797,565,CO,Cantu Via Meucci,369,"CO",45.7308367226743,9.12573432702293,Agg_MI,SB,013041,IT_013041,IT,"Cantù",40031,1719.87730136,23.2754976,IT_013041,ITC42,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Como",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,> 50 % of surface are in mountain areas,Border regions,1993-10-04,NaT,Hourly,ARPA (open data)
6958,569,PM10,Sondrio Via Mazzini,307,"SO",46.1679668122783,9.87014407497457,D,UT,014061,IT_014061,IT,"Sondrio",21457,1027.29947944,20.8868012,IT_014061,ITC44,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Sondrio",intermediate,"intermediate, remote",Non metropolitan,non-coastal,> 50 % of population and 50 % of surface are in mountain areas,Border regions,1999-12-08,NaT,Daily,ARPA (open data)
5845,569,CO,Sondrio Via Mazzini,307,"SO",46.1679668122783,9.87014407497457,D,UT,014061,IT_014061,IT,"Sondrio",21457,1027.29947944,20.8868012,IT_014061,ITC44,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Sondrio",intermediate,"intermediate, remote",Non metropolitan,non-coastal,> 50 % of population and 50 % of surface are in mountain areas,Border regions,1993-11-01,NaT,Hourly,ARPA (open data)
5704,569,SO2,Sondrio Via Mazzini,307,"SO",46.1679668122783,9.87014407497457,D,UT,014061,IT_014061,IT,"Sondrio",21457,1027.29947944,20.8868012,IT_014061,ITC44,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Sondrio",intermediate,"intermediate, remote",Non metropolitan,non-coastal,> 50 % of population and 50 % of surface are in mountain areas,Border regions,1993-11-01,NaT,Hourly,ARPA (open data)
6382,569,NOx,Sondrio Via Mazzini,307,"SO",46.1679668122783,9.87014407497457,D,UT,014061,IT_014061,IT,"Sondrio",21457,1027.29947944,20.8868012,IT_014061,ITC44,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Sondrio",intermediate,"intermediate, remote",Non metropolitan,non-coastal,> 50 % of population and 50 % of surface are in mountain areas,Border regions,1993-11-01,NaT,Hourly,ARPA (open data)
5572,569,NO2,Sondrio Via Mazzini,307,"SO",46.1679668122783,9.87014407497457,D,UT,014061,IT_014061,IT,"Sondrio",21457,1027.29947944,20.8868012,IT_014061,ITC44,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Sondrio",intermediate,"intermediate, remote",Non metropolitan,non-coastal,> 50 % of population and 50 % of surface are in mountain areas,Border regions,1993-11-01,NaT,Hourly,ARPA (open data)
5700,571,SO2,Bormio Via Monte Braulio,1225,"SO",46.4695239713258,10.375432759159,C,UB,014009,IT_014009,IT,"Bormio",4161,100.3777912,41.45339273,IT_014009,ITC44,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Sondrio",intermediate,"intermediate, remote",Non metropolitan,non-coastal,> 50 % of population and 50 % of surface are in mountain areas,Border regions,1993-11-01,NaT,Hourly,ARPA (open data)
6925,571,PM10,Bormio Via Monte Braulio,1225,"SO",46.4695239713258,10.375432759159,C,UB,014009,IT_014009,IT,"Bormio",4161,100.3777912,41.45339273,IT_014009,ITC44,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Sondrio",intermediate,"intermediate, remote",Non metropolitan,non-coastal,> 50 % of population and 50 % of surface are in mountain areas,Border regions,2003-04-18,NaT,Daily,ARPA (open data)
5842,571,CO,Bormio Via Monte Braulio,1225,"SO",46.4695239713258,10.375432759159,C,UB,014009,IT_014009,IT,"Bormio",4161,100.3777912,41.45339273,IT_014009,ITC44,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Sondrio",intermediate,"intermediate, remote",Non metropolitan,non-coastal,> 50 % of population and 50 % of surface are in mountain areas,Border regions,1993-11-02,NaT,Hourly,ARPA (open data)
6374,571,NOx,Bormio Via Monte Braulio,1225,"SO",46.4695239713258,10.375432759159,C,UB,014009,IT_014009,IT,"Bormio",4161,100.3777912,41.45339273,IT_014009,ITC44,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Sondrio",intermediate,"intermediate, remote",Non metropolitan,non-coastal,> 50 % of population and 50 % of surface are in mountain areas,Border regions,1993-11-01,NaT,Hourly,ARPA (open data)
5574,571,NO2,Bormio Via Monte Braulio,1225,"SO",46.4695239713258,10.375432759159,C,UB,014009,IT_014009,IT,"Bormio",4161,100.3777912,41.45339273,IT_014009,ITC44,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Sondrio",intermediate,"intermediate, remote",Non metropolitan,non-coastal,> 50 % of population and 50 % of surface are in mountain areas,Border regions,1993-11-01,NaT,Hourly,ARPA (open data)
6926,572,PM10,Morbegno Via Cortivacci,262,"SO",46.1322829600037,9.56617989398447,D,UB,014045,IT_014045,IT,"Morbegno",12443,839.85950505,14.81557323,IT_014045,ITC44,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Sondrio",intermediate,"intermediate, remote",Non metropolitan,non-coastal,> 50 % of population and 50 % of surface are in mountain areas,Border regions,1999-12-14,NaT,Daily,ARPA (open data)
5844,572,CO,Morbegno Via Cortivacci,262,"SO",46.1322829600037,9.56617989398447,D,UB,014045,IT_014045,IT,"Morbegno",12443,839.85950505,14.81557323,IT_014045,ITC44,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Sondrio",intermediate,"intermediate, remote",Non metropolitan,non-coastal,> 50 % of population and 50 % of surface are in mountain areas,Border regions,1999-01-13,NaT,Hourly,ARPA (open data)
6380,572,NOx,Morbegno Via Cortivacci,262,"SO",46.1322829600037,9.56617989398447,D,UB,014045,IT_014045,IT,"Morbegno",12443,839.85950505,14.81557323,IT_014045,ITC44,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Sondrio",intermediate,"intermediate, remote",Non metropolitan,non-coastal,> 50 % of population and 50 % of surface are in mountain areas,Border regions,1999-01-13,NaT,Hourly,ARPA (open data)
5575,572,NO2,Morbegno Via Cortivacci,262,"SO",46.1322829600037,9.56617989398447,D,UB,014045,IT_014045,IT,"Morbegno",12443,839.85950505,14.81557323,IT_014045,ITC44,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Sondrio",intermediate,"intermediate, remote",Non metropolitan,non-coastal,> 50 % of population and 50 % of surface are in mountain areas,Border regions,1999-01-13,NaT,Hourly,ARPA (open data)
6246,573,NOx,Colico Via La Madoneta,229,"LC",46.1381409051264,9.38468724765179,C,SB,097023,IT_097023,IT,"Colico",7960,226.80093548,35.096857,IT_097023,ITC43,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Lecco",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,> 50 % of population and 50 % of surface are in mountain areas,Other regions,1996-11-06,NaT,Hourly,ARPA (open data)
5683,573,SO2,Colico Via La Madoneta,229,"LC",46.1381409051264,9.38468724765179,C,SB,097023,IT_097023,IT,"Colico",7960,226.80093548,35.096857,IT_097023,ITC43,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Lecco",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,> 50 % of population and 50 % of surface are in mountain areas,Other regions,1991-02-17,NaT,Hourly,ARPA (open data)
